round,weighted_error,alpha,acc_on_training_data,f1_on_training_data,unweighted_error,noisy_weight,clean_weight,val_acc,val_f1
1,0.7713749999999999,0.49056652370300946,0.09928571428571428,0.01806367771280052,0.771375,,,0.09592857142857143,0.01750635468943492
2,0.7336087107910154,0.5921075111990356,0.228625,0.10551315715963291,0.7493571428571428,,,0.22635714285714287,0.10438421704334326
3,0.8094570077388499,0.3753693827718675,0.25064285714285717,0.15931769821002467,0.8470178571428572,,,0.2552142857142857,0.16142107555808552
4,0.7833929758250757,0.4558374428508011,0.25064285714285717,0.15931769821002467,0.763375,,,0.2552142857142857,0.16142107555808552
5,0.7974426682666272,0.4134188003644921,0.3150178571428571,0.21322758607133835,0.7925178571428572,,,0.3157857142857143,0.21466643456889117
6,0.7775873577482362,0.4727814938900079,0.30126785714285714,0.21503715681309793,0.7513035714285714,,,0.30192857142857144,0.2160327652673419
7,0.8162044414454631,0.3531918789192069,0.2825535714285714,0.22635717705422498,0.8382678571428571,,,0.2812857142857143,0.22664905265115678
8,0.8168894476609536,0.3509054440973296,0.30907142857142855,0.25301372322431626,0.8233035714285715,,,0.30964285714285716,0.2543920112044298
9,0.8345002308962151,0.28968067860956215,0.31094642857142857,0.270646683896549,0.8603928571428572,,,0.31292857142857144,0.27278098475724655
10,0.8081343285072201,0.3796458920063487,0.31385714285714283,0.2819418404271378,0.8189107142857143,,,0.3157142857142857,0.28259931857239046
11,0.8324294326108628,0.2971403425483621,0.33475,0.29513874869018375,0.821375,,,0.33735714285714286,0.29717437788945367
12,0.8149217270007034,0.35745567104443643,0.3391071428571429,0.3100492402346051,0.8266785714285714,,,0.34214285714285714,0.31249617314319716
